school_name,city,state,website
martin luther king preparatory high school,memphis,tennessee,https://fraysercs.org/martin-luther-king-jr-college-preparatory-high-school/
frederick high school,frederick,oklahoma,https://frederickbombers.net/588022_3
fredericksburg christian school,fredericksburg,virginia,https://fredericksburgchristian.com/
college and career preparatory academy,santa ana,california,https://freeccpa.com/index.php/program/#enrollment
freedom preparatory academy,provo,utah,https://freedomprep.net/provo-secondary/
freedom preparatory academy flagship,memphis,tennessee,https://freedomprep.org/schools-memphis-high/
freedom prep charter school,camden,new jersey,https://freedomprepcs.org/schools/high/
freire charter school,philadelphia,pennsylvania,https://freirecharterschool.org/
fremont senior high school,fremont,nebraska,https://fremonttigers.org/high-school/
flat rock community high school,flat rock,michigan,https://frhs.flatrockschools.org/
frontier international academy,detroit,michigan,https://frontierdetroit.geeacademies.net/
frontier junior senior high school,chalmers,indiana,https://frontierschoolsin.org/
foothill technology high school,ventura,california,https://fths.venturausd.org/
furness horace high school,philadelphia,pennsylvania,https://furness.philasd.org/
fairview high school,cullman,alabama,https://fvh.ccboe.org/o/fvh
fayette ware comprehensive high school,somerville,tennessee,https://fwchs.fcsk12.net/
gabrielino high school,san gabriel,california,https://gabrielino.sgusd.k12.ca.us/
lake oconee charter high school,grennboro,georgia,https://gaetc.org/
galileo magnet high,danville,virginia,https://galileo.danvillepublicschools.org/
girard academic music program,philadelphia,pennsylvania,https://gamp.philasd.org
gamp,philadelphia,pennsylvania,https://gamp.philasd.org/
ganesha high school,pomona,california,https://ganesha.pusd.org/
garey high school,pomona,california,https://garey.pusd.org/
kenmoregarfield high school,akron,ohio,https://garfieldclchigh.akronschools.com/
gaston high school,gadsden,alabama,https://gaston.ecboe.org/
gaston christian school,gastonia,north carolina,https://gastonchristian.org/
gateway high school,aurora,colorado,https://gateway.aurorak12.org/
crosspoint,bremerton,washington,https://gatewaychristianschools.org/en/middle-high
crosspoint academy,bremerton,washington,https://gatewaychristianschools.org/en/middle-high
greenback school,greenback,tennessee,https://gbs.loudoncounty.org/
gce lab school,chicago,illinois,https://gcelabschool.org
gallup central alternative,gallup,new mexico,https://gch.gmcs.org/
genoa central high school,texarkana,arkansas,https://gchs.dragons1.k12.ar.us/
granville central high school,stem,north carolina,https://gchs.gcs.k12.nc.us/
greenfield central high school,greenfield,indiana,https://gchs.gcsc.k12.in.us/
greene county high school,leakesville,mississippi,https://gchs.gcsd.ms/
greene central high school,snow hill,north carolina,https://gchs.gcsedu.org/en-US
grand county high,moab,utah,https://gchs.grandschools.org/
grand county high school,moab,utah,https://gchs.grandschools.org/
grundy county high school,coalmont,tennessee,https://gchs.grundycoschools.com/
glades central high school,belle glade,florida,https://gchs.palmbeachschools.org/
gate city high school,gate city,virginia,https://gchs.scottschools.com/
giles high school,pearisburg,virginia,https://gcpsghs.ss13.sharpschool.com/
genesee early college,flint,michigan,https://gec.geneseeisd.org/
dr tj owens gilroy early college academy,gilroy,california,https://geca.gilroyunified.org/
granville early college high,creedmoor,north carolina,https://gech.gcs.k12.nc.us/
golden eagle charter,mt shasta,california,https://gecs.org/
genesee christian school,burton,michigan,https://geneseechristianschool.com/
genesee high school,genesee,michigan,https://geneseehigh.geneseeschools.org/
gentry high school,indianola,mississippi,https://gentry.sunflower.k12.ms.us/
germantown junior senior high school,germantown,new york,https://germantowncsd.org/jr-sr-high-school/
visalia technical early college high school,visalia,california,https://germantowncsd.org/jr-sr-high-school/
power center academy high school,memphis,tennessee,https://gestaltcs.org/schools/
greater hartford academy of the arts,hartford,connecticut,https://ghaa.crecschools.org/fullday
greater hartford academy of the arts high school full,hartford,connecticut,https://ghaa.crecschools.org/fullday
good hope high school,cullman,alabama,https://ghh.ccboe.org
gig harbor high,gig harbor,washington,https://ghh.psd401.net/
grundy high school,grundy,virginia,https://ghs.bcpsk12.com/en-US
gaffney high school,gaffney,south carolina,https://ghs.cherokee1.org/
glencoe high school,glencoe,alabama,https://ghs.ecboe.org
galax high school,galax,virginia,https://ghs.galaxschools.us/
galesburg high school,galesburg,illinois,https://ghs.galesburg205.org/
ganado high school,ganado,arizona,https://ghs.ganado.k12.az.us/
garfield high school,garfield,new jersey,https://ghs.gboe.org/
gloucester high school,gloucester,virginia,https://ghs.gc.k12.va.us/
georgetown high school,georgetown,south carolina,https://ghs.gcsd.k12.sc.us/
gilmer high school,gilmer,texas,https://ghs.gilmerisd.org/
gadsden high school,anthony,new mexico,https://ghs.gisd.k12.nm.us/
garrett high school,garrett,indiana,https://ghs.gkb.k12.in.us/
greenwood high school,greenwood,mississippi,https://ghs.glcsd.org/
gloucester high school,gloucester,massachusetts,https://ghs.gloucesterschools.com/
goddard high school,goddard,kansas,https://ghs.goddardusd.com/
gonzales high school,gonzales,california,https://ghs.gonzalesusd.net/
goochland high school,goochland,virginia,https://ghs.goochlandschools.org/
goshen high school,goshen,ohio,https://ghs.goshenlocalschools.org/
grandview sr high school,grandview,missouri,https://ghs.grandviewc4.net/
grandview high school,hillsboro,missouri,https://ghs.grandviewc4.net/
green high school,uniontown,ohio,https://ghs.greenlocalschools.org/
grenada high school,grenada,mississippi,https://ghs.grenadak12.com/
guilford high school,guilford,connecticut,https://ghs.guilfordschools.org/m/
greenwood high school,greenwood,south carolina,https://ghs.gwd50.org/
gwinn high school,gwinn,michigan,https://ghs.gwinnschools.org/en
glenelg high,glenelg,maryland,https://ghs.hcpss.org/
greenville high school,greenville,georgia,https://ghs.mcssga.org/
rio grande city cisd grulla high school,rio grande city,texas,https://ghs.myrgcgisd.org/o/ghs
gulf high school,new port richey,florida,https://ghs.pasco.k12.fl.us/
gretna high school,gretna,virginia,https://ghs.pcs.k12.va.us/
greenbrier high school,greenbrier,tennessee,https://ghs.rcstn.net/
goddard high school,roswell,new mexico,https://ghs.risd.k12.nm.us/
gilford high school,gilford,new hampshire,https://ghs.sau73.org/
grace juniorsenior high school,grace,idaho,https://ghs.sd148.org/
grafton high school,grafton,west virginia,https://ghs.taylorcountyboe.net/
graham high school,bluefield,virginia,https://ghs.tcpsva.org/
gueydan high school,gueydan,louisiana,https://ghs.vpsb.net/
gibault catholic high school high school,waterloo,illinois,https://gibaulthawks.com/
gilbert christian schools,gilbert,arizona,https://gilbertchristianschools.org/
german school of washington dc,potomac,maryland,https://giswashington.org/homepage.html
grand junction high school,grand junction,colorado,https://gjhs.mesa.k12.co.us/
glen allen high,glen allen,virginia,https://glenallenhs.henricoschools.us/
glenbrook school,minden,louisiana,https://glenbrookschool.com/
glencliff high school,nashville,tennessee,https://glencliffhigh.mnps.org/
glendale preparatory academy great hearts,peoria,arizona,https://glendaleprep.greatheartsamerica.org/
glenelg country school,ellicott city,maryland,https://glenelg.org/
glen fork elementary and middle school,glen fork,west virginia,https://glenfork.wyom.k12.wv.us/
glen oaks senior high school,baton rouge,louisiana,https://glenoakshigh.com/
grand lake high school,lake charles,louisiana,https://glhs.camsch.org/
camden county technical school gtc,sicklerville,new jersey,https://gloucester.ccts.info/
green mountain union high school,chester,vermont,https://gmuhs.trsu.org/
buckeye on line school for success,east liverpool,ohio,https://go2boss.com/
arizona school for the arts high school,phoenix,arizona,https://goasa.org/
godwin high school,henrico,virginia,https://godwin.henricoschools.us/
godwin high,richmond,virginia,https://godwin.henricoschools.us/
golden sierra junior senior high,garden valley,california,https://goldensierra.bomusd.org/
golden valley charter school,ventura,california,https://goldenvcs.org/
st maria goretti high school,hagerstown,maryland,https://goretti.org/
gorman learning center,redlands,california,https://gormanlcn.org/
gorman learning center san bernardinosanta clarita,santa clarita,california,https://gormanlcn.org/
gallup high school,gallup,new mexico,https://gph.gmcs.org/
grants pass high school,grants pass,oregon,https://gphs.grantspass.k12.or.us/
william e grady career and technical education hig,brooklyn,new york,https://gradyhs.com/
grainger high school,rutledge,tennessee,https://graingerhigh.grainger.k12.tn.us/
gramercy arts high school,new york,new york,https://gramercyhs.org/
grande river virtual academy,grand junction,colorado,https://grandriver.d51schools.org/
grandview high school,milwaukee,wisconsin,https://grandview.seedsofhealth.org/
grangeville high school,grangeville,idaho,https://grangevillehighschool.org/
granite baptist school,glen burnie,maryland,https://granitebaptistschool.org/
grants high school,grants,new mexico,https://grants-high.gccs.k12.nm.us/
grantsville high school,grantsville,utah,https://grantsvillehigh.tooeleschools.org/
great crossing high school,georgetown,kentucky,https://greatcrossing.scott.kyschools.us/
greater latrobe senior high school,latrobe,pennsylvania,https://greaterlatrobeshs.glsd.us/
great oaks legacy charter school,newark,new jersey,https://greatoakslegacy.org/
green county high school,greensburg,kentucky,https://greencountyhigh.blogspot.com/
green oaks performing arts academy,shreveport,louisiana,https://greenoaks.caddoschools.org/o/gopaa
green run collegiate,virginia beach,virginia,https://greenruncollegiate.vbschools.com/
green run high school,virginia beach,virginia,https://greenrunhs.vbschools.com/
green springs high school charter,miami,florida,https://greenspringshs.com/
green street academy,baltimore,maryland,https://greenstreetacademy.org/
gateway regional high school,huntington,massachusetts,https://grhs.grsd.org/
green river high school,green river,wyoming,https://grhs.swcsd2.org/
griffin high school,griffin,georgia,https://griffin-high-school.business.site/?utm_source=gmb&utm_medium=referral
grossmont secondary,el cajon,california,https://grossmontsecondarycharter.com/
grove city christian school,grove city,ohio,https://grovecitychristian.org/
grand rapids university preparatory academy,grand rapids,michigan,https://grps.org/schools/high-school/gr-university-prep/
ottawa hills high school,grand rapids,michigan,https://grps.org/schools/high-school/ottawa-hills-hs/
union high school,grand rapids,michigan,https://grps.org/schools/high-school/union-hs/
ca frost environmental science academy middle high school,grand rapids,michigan,https://grps.org/schools/middle-school/ca-frost-ms-hs/
gooding high school,gooding,idaho,https://gsd231.org/ghs/
basalt high school,glenwood springs,colorado,https://gshs.rfsd.k12.co.us/en-US
guadalupe centers high school,kansas city,missouri,https://guadalupecenters.org/high-school/
grant union jrsr high school,john day,oregon,https://guhs.grantschooldistrict.org/
gunderson high school,san jose,california,https://gunderson.sjusd.org/
gunnison high school,gunnison,colorado,https://gunnisonhigh.gunnisonschools.net/
galena high school,galena,illinois,https://gusd120.k12.il.us/Pirates/
grand valley high school,parachute,colorado,https://gvhs.garfield16.org/
grain valley high school,grain valley,missouri,https://gvhs.grainvalleyschools.org/
g w carver high school,new orleans,louisiana,https://gwc.collegiateacademies.org/
